Microns Throughput
3.6969692150000006 0.0
3.6983204470000004 0.0
3.699671679 0.00023774455110221645
3.701022911 0.00024930200723172864
3.702374142 0.00026384632116368525
3.703725373 0.0002757722727848899
3.7050766050000004 0.0002909257018268948
3.706427836 0.00030868095693933504
3.707779068 0.00032459947846559046
3.709130299 0.0003421847051565431
3.710481531 0.00035754630060938383
3.711832762 0.0003733238633303477
3.713183993 0.00039556680347922264
3.714535225 0.0004158764720490998
3.7158864560000002 0.00043576071318978326
3.717237688 0.0004599827516869675
3.7185889189999997 0.0004808190492117364
3.719940151 0.0005034700926067439
3.721291382 0.0005332200857142706
3.7226426139999997 0.0005637291470097851
3.723993845 0.0005970020383818184
3.725345076 0.0006313919372745199
3.726696308 0.0006654842149270077
3.7280475390000003 0.0007084122863423841
3.729398771 0.0007525464405063494
3.730750002 0.0007914308902643459
3.7321012340000004 0.0008359477327609784
3.733452465 0.0008829947088517234
3.7348036959999997 0.0009314119702331468
3.736154928 0.0009891177106198194
3.737506159 0.0010472483974183844
3.738857391 0.00110536446356348
3.740208622 0.0011724502406556972
3.741559854 0.0012411682580605768
3.7429110850000002 0.0013128024516090835
3.744262317 0.0013922557632628555
3.7456135479999997 0.0014709443564367513
3.746964779 0.001553385233982337
3.748316011 0.001644994046770544
3.749667242 0.001740838710232367
3.751018474 0.001847658141357822
3.752369705 0.001962972925587402
3.753720937 0.0020777321720832718
3.7550721680000003 0.00220135706502769
3.7564234 0.0023342269556835167
3.757774631 0.0024704340334822826
3.759125862 0.0026199980418678487
3.7604770939999996 0.0027811633855822845
3.7618283249999998 0.002947238644337904
3.763179557 0.003125915023233416
3.764530788 0.0033147785892937566
3.76588202 0.003512597052226926
3.767233251 0.0037295058428110876
3.768584482 0.003958950474902639
3.7699357140000003 0.0041964179769759125
3.771286945 0.004452976349397884
3.7726381769999997 0.004725423814254953
3.773989408 0.0050120960644570115
3.77534064 0.005323808349839307
3.776691871 0.005654844780842561
3.778043103 0.006001219143358334
3.779394334 0.006372739864823695
3.780745565 0.006767818997471703
3.7820967970000003 0.007186235926376735
3.7834480279999996 0.007638393936087446
3.7847992599999998 0.008120033945785187
3.786150491 0.008630355284801869
3.7875017229999997 0.009179051942035244
3.7888529539999998 0.009757942225962674
3.790204185 0.01036966695023845
3.791555417 0.011032079711426699
3.792906648 0.011736834455871327
3.79425788 0.012486024444821244
3.795609111 0.013298056724681172
3.7969603430000003 0.014159247025184542
3.798311574 0.015072241028370046
3.7996628059999997 0.016059758230928242
3.801014037 0.017108096218748967
3.802365268 0.018225331331824832
3.8037165 0.01943551654597305
3.8050677310000003 0.020720006082207785
3.806418963 0.02209132342394327
3.807770194 0.023568491844948285
3.8091214260000004 0.025135997798201505
3.8104726569999996 0.026809371202697625
3.811823889 0.028608302071549997
3.81317512 0.030524949430220154
3.814526351 0.03257491759444571
3.815877583 0.034772300208757566
3.817228814 0.03711036235051576
3.818580046 0.03960545915149459
3.8199312770000002 0.042274917254684435
3.821282509 0.045116928684627695
3.82263374 0.04814846085076614
3.823984971 0.05138853588839585
3.825336203 0.05483188605526644
3.826687434 0.058489634393118085
3.828038666 0.06237862315479614
3.829389897 0.0665034642262024
3.830741129 0.07086690393358078
3.8320923600000003 0.07549345941789279
3.833443592 0.08038278508900351
3.834794823 0.08553075778295974
3.836146054 0.0909618534717745
3.8374972859999996 0.09666253050864287
3.8388485169999997 0.10263388775378134
3.840199749 0.10889802888678442
3.84155098 0.11543939228184874
3.842902212 0.12224696704670278
3.844253443 0.12932951906551554
3.845604674 0.13667819893358837
3.8469559060000003 0.14427091744728088
3.848307137 0.15210383128065127
3.849658369 0.16017424569031416
3.8510096 0.16843289914483975
3.852360832 0.17691001733744607
3.853712063 0.18557327412275204
3.855063295 0.1943649997997458
3.856414526 0.2033135712206918
3.857765757 0.2123867433882904
3.859116989 0.22151416818064537
3.86046822 0.23073943919868284
3.861819452 0.24002388755389634
3.863170683 0.24928298312957195
3.8645219149999996 0.25858964854242317
3.8658731459999998 0.2679041894592066
